Symbol,Security Name,Sector,Industry,Country,Market Cap
PSA,Public Storage Common Stock,Real Estate,Real Estate Investment Trusts,United States,53062004903.0
PSBD,Palmer Square Capital BDC Inc. Common Stock,,,,0.0
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock,Finance,Investment Managers,,974625375.0
PSFE,Paysafe Limited Common Shares,Real Estate,Real Estate,,551119095.0
PSN,Parsons Corporation Common Stock,Technology,EDP Services,United States,6068086881.0
PSO,Pearson Plc Common Stock,Consumer Discretionary,Books,United Kingdom,9272748301.0
PSTG,Everpure Inc. Class A common stock,Technology,Electronic Components,United States,21688150836.0
PSTL,Postal Realty Trust Inc. Class A Common Stock,Real Estate,Real Estate Investment Trusts,United States,540247578.0
PSX,Phillips 66 Common Stock,Energy,Integrated oil Companies,United States,66045842564.0
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,United States,1068159557.0
PTY,Pimco Corporate & Income Opportunity Fund,Finance,Investment Managers,United States,0.0
PUK,Prudential Public Limited Company Common Stock,Finance,Life Insurance,United Kingdom,39395396697.0
PUMP,ProPetro Holding Corp. Common Stock,Energy,Oilfield Services/Equipment,United States,1813505075.0
PVH,PVH Corp. Common Stock,Industrials,Garments and Clothing,United States,4061191957.0
PVL,Permianville Royalty Trust Units of Beneficial Interest,Energy,Oil & Gas Production,United States,61238100.0
PWR,Quanta Services Inc. Common Stock,Industrials,Engineering & Construction,United States,87558096120.0
PXED,Phoenix Education Partners Inc. Common Stock,Real Estate,Other Consumer Services,,1009869551.0
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,Finance,Finance: Consumer Services,United States,0.0
Q,Qnity Electronics Inc. Common Stock,Technology,Semiconductors,United States,27474160093.0
QBTS,D-Wave Quantum Inc. Common Shares,Technology,EDP Services,United States,7607971533.0
QGEN,Qiagen N.V. Common Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Netherlands,8560345240.0
QSR,Restaurant Brands International Inc. Common Shares,Consumer Discretionary,Restaurants,Canada,35992445091.0
QTWO,Q2 Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,3172326251.0
QUAD,Quad Graphics Inc Class A Common Stock,Consumer Discretionary,Publishing,United States,376600655.0
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,Consumer Discretionary,Catalog/Specialty Distribution,United States,0.0
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,Consumer Discretionary,Catalog/Specialty Distribution,United States,0.0
QXO,QXO Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials,United States,16725124245.0
R,Ryder System Inc. Common Stock,Consumer Discretionary,Rental/Leasing Companies,United States,8536050207.0
RA,Brookfield Real Assets Income Fund Inc. Common Stock,Finance,Investment Managers,United States,0.0
RAC,Rithm Acquisition Corp. Class A Ordinary Shares,,,,0.0
RACE,Ferrari N.V. Common Shares,Industrials,Auto Manufacturing,Italy,84025858277.0
RAL,Ralliant Corporation Common Stock,Industrials,Industrial Machinery/Components,United States,5087227437.0
RAMP,LiveRamp Holdings Inc. Common Stock,Technology,EDP Services,United States,1754240804.0
RBA,RB Global Inc. Common Stock,Real Estate,Real Estate,Canada,19451237210.0
RBC,RBC Bearings Incorporated Common Stock,Industrials,Metal Fabrications,United States,18407926715.0
RBLX,Roblox Corporation Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,42508188699.0
RBRK,Rubrik Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,10503188570.0
RC,Ready Capital Corporation Common Stock,Real Estate,Real Estate Investment Trusts,United States,279337106.0
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,Real Estate,Real Estate Investment Trusts,United States,4159123254.0
RCD,Ready Capital Corporation 9.00% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts,United States,0.0
RCI,Rogers Communication Inc. Common Stock,Telecommunications,Cable & Other Pay Television Services,Canada,18248776111.0
RCL,Royal Caribbean Cruises Ltd. Common Stock,Consumer Discretionary,Marine Transportation,United States,76383666352.0
RCS,PIMCO Strategic Income Fund Inc.,Finance,Investment Managers,United States,0.0
RCUS,Arcus Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,2904347359.0
RDDT,Reddit Inc. Class A Common Stock,Technology,EDP Services,United States,30132074210.0
RDN,Radian Group Inc. Common Stock,Finance,Property-Casualty Insurers,United States,4701405948.0
RDW,Redwire Corporation Common Stock,Industrials,Military/Government/Technical,United States,1989187280.0
RDY,Dr. Reddy's Laboratories Ltd Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,India,10885470236.0
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),Real Estate,Real Estate,United Kingdom,66319821718.0
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),Consumer Discretionary,Other Specialty Stores,Cayman Islands,1087554380.0
RES,RPC Inc. Common Stock,Energy,Oilfield Services/Equipment,United States,1588045370.0
REX,REX American Resources Corporation,Industrials,Major Chemicals,United States,1419615646.0
REXR,Rexford Industrial Realty Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,8127670734.0
REZI,Resideo Technologies Inc. Common Stock ,Industrials,Wholesale Distributors,United States,5957623308.0
RF,Regions Financial Corporation Common Stock,Finance,Major Banks,United States,24185435226.0
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,Finance,Investment Managers,United States,567059767.0
RFL,Rafael Holdings Inc. Class B Common Stock,Finance,Real Estate,United States,63454811.0
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock,Finance,Finance/Investors Services,,87868225.0
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,,316816346.0
RGA,Reinsurance Group of America Incorporated Common Stock,Finance,Life Insurance,United States,13692412545.0
RGR,Sturm Ruger & Company Inc. Common Stock,Industrials,Ordnance And Accessories,United States,680662167.0
RGT,Royce Global Trust Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,,91090017.0
RH,RH Common Stock,Consumer Discretionary,Other Specialty Stores,United States,2476746744.0
RHI,Robert Half Inc. Common Stock,Consumer Discretionary,Professional Services,United States,2854778845.0
RHLD,Resolute Holdings Management Common Stock ,Finance,Finance: Consumer Services,United States,1271186240.0
RHP,Ryman Hospitality Properties Inc. (REIT),Real Estate,Real Estate Investment Trusts,United States,6393600346.0
RIG,Transocean Ltd (Switzerland) Common Stock,Energy,Oil & Gas Production,Switzerland,7027866481.0
RIO,Rio Tinto Plc Common Stock,Basic Materials,Metal Mining,Australia,125035826759.0
RITM,Rithm Capital Corp. Common Stock,Real Estate,Real Estate Investment Trusts,United States,5630522031.0
RIV,RiverNorth Opportunities Fund Inc. Common Stock,Finance,Finance Companies,United States,0.0
RJF,Raymond James Financial Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,United States,30353005153.0
RKT,Rocket Companies Inc. Class A Common Stock,Finance,Finance: Consumer Services,United States,43904525420.0
RL,Ralph Lauren Corporation Common Stock,Industrials,Garments and Clothing,United States,22505622261.0
RLI,RLI Corp. Common Stock (DE),Finance,Property-Casualty Insurers,United States,5403416795.0
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,Real Estate,Real Estate Investment Trusts,United States,1221416997.0
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers,,0.0
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,Health Care, Medicinal Chemicals and Botanical Products ,Cayman Islands,3447885301.0
RM,Regional Management Corp. Common Stock,Finance,Finance: Consumer Services,United States,357330421.0
RMAX,RE/MAX Holdings Inc. Class A Common Stock,Finance,Real Estate,United States,119847601.0
RMD,ResMed Inc. Common Stock,Health Care,Medical/Dental Instruments,United States,33261292516.0
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,Finance,Finance/Investors Services,,98339525.0
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,,284299992.0
RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc. Common Stock,Finance,Investment Managers,,293725665.0
RMT,Royce Micro-Cap Trust Inc. Common Stock,Finance,Investment Managers,United States,593632643.0
RNG,RingCentral Inc. Class A Common Stock,Technology,EDP Services,United States,3353654857.0
RNGR,Ranger Energy Services Inc. Class A Common Stock,Energy,Oilfield Services/Equipment,United States,411504266.0
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,Finance,Investment Managers,United States,1025031780.0
RNR,RenaissanceRe Holdings Ltd. Common Stock,Finance,Property-Casualty Insurers,Bermuda,13485996538.0
RNST,Renasant Corporation Common Stock,Finance,Major Banks,United States,3740273857.0
ROG,Rogers Corporation Common Stock,Industrials,Major Chemicals,United States,2099419883.0
ROK,Rockwell Automation Inc. Common Stock,Industrials,Industrial Machinery/Components,United States,45047094265.0
ROL,Rollins Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services,United States,26239472667.0
RPC,Ridgepost Capital Inc. Class A Common Stock,Finance,Investment Managers,United States,846478095.0
RPM,RPM International Inc. Common Stock,Consumer Discretionary,Paints/Coatings,United States,13569890483.0
RPT,Rithm Property Trust Inc. Common stock,Real Estate,Real Estate Investment Trusts,United States,108779282.0
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,Finance,Trusts Except Educational Religious and Charitable,United States,1754634831.0
RRC,Range Resources Corporation Common Stock,Energy,Oil & Gas Production,United States,9883302470.0
RRX,Regal Rexnord Corporation Common Stock,Consumer Discretionary,Metal Fabrications,United States,13025200103.0
RS,Reliance Inc. Common Stock,Industrials,Metal Fabrications,United States,16494369165.0
RSF,RiverNorth Capital and Income Fund Common Stock,Finance,Investment Managers,,48753608.0
RSG,Republic Services Inc. Common Stock,Utilities,Environmental Services,United States,65847833201.0
RSI,Rush Street Interactive Inc. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,5274953686.0
RSKD,Riskified Ltd. Class A Ordinary Shares,Real Estate,Real Estate,,643210203.0
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),Consumer Discretionary,Other Consumer Services,United States,8453744000.0
RTX,RTX Corporation Common Stock,Industrials,Aerospace,United States,266099103294.0
RVI,Robinhood Ventures Fund I Common Shares of Beneficial Interest,,,,0.0
RVLV,Revolve Group Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,United States,2081632486.0
RVT,Royce Small-Cap Trust Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,1924868228.0
RVTY,Revvity Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,United States,10206525722.0
RWT,Redwood Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,759969180.0
RWTN,Redwood Trust Inc. 9.125% Senior Notes Due 2029,Real Estate,Real Estate Investment Trusts,United States,3199572969.0
RWTO,Redwood Trust Inc. 9.00% Senior Notes Due 2029,Real Estate,Real Estate Investment Trusts,United States,3211203080.0
RWTP,Redwood Trust Inc. 9.125% Senior Notes Due 2030,Real Estate,Real Estate Investment Trusts,United States,0.0
RWTQ,Redwood Trust Inc. 9.500% Senior Notes Due 2030,Real Estate,Real Estate Investment Trusts,United States,0.0
RXO,RXO Inc. Common Stock,Consumer Discretionary,Transportation Services,United States,2837974355.0
RY,Royal Bank Of Canada Common Stock,Finance,Commercial Banks,Canada,244639716145.0
RYAM,Rayonier Advanced Materials Inc. Common Stock,Basic Materials,Paper,United States,667870239.0
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,Finance,Specialty Insurers,United States,9742907718.0
RYN,Rayonier Inc. REIT Common Stock,Real Estate,Real Estate Investment Trusts,United States,6284441904.0
RYZ,Ryerson Holding Corporation Common Stock,Industrials,Metal Fabrications,United States,1253651907.0
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,Finance,Life Insurance,United States,1648212327.0
RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052,Finance,Life Insurance,United States,1663934544.0
S,SentinelOne Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,4649878318.0
SA,Seabridge Gold Inc. Ordinary Shares (Canada),Basic Materials,Precious Metals,Canada,3401582437.0
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,,,United States,0.0
SAC,Safeguard Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,,0.0
SAFE,Safehold Inc. New Common Stock ,Real Estate,Real Estate Investment Trusts,United States,1104674990.0
SAH,Sonic Automotive Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States,2204370216.0
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,Finance,Investment Managers,United States,397813846.0
SAM,Boston Beer Company Inc. (The) Common Stock,Consumer Staples,Beverages (Production/Distribution),United States,2608566468.0
SAN,Banco Santander S.A. Sponsored ADR (Spain),Finance,Commercial Banks,Spain,183475120130.0
SAP,SAP  SE ADS,Technology,Computer Software: Prepackaged Software,Germany,219030019523.0
SAR,Saratoga Investment Corp New,Finance,Investment Managers,United States,376198428.0
SARO,StandardAero Inc. Common Stock,Industrials,Aerospace,United States,8938434852.0
SAT,Saratoga Investment Corp 6.00% Notes due 2027,Finance,Investment Managers,United States,389274715.0
SAV,Saratoga Investment Corp 7.50% Notes due 2031,Finance,Investment Managers,United States,0.0
SAY,Saratoga Investment Corp 8.125% Notes due 2027,Finance,Investment Managers,United States,395463626.0
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,Finance,Investment Managers,United States,398280756.0
SB,Safe Bulkers Inc Common Stock ($0.001 par value),Consumer Discretionary,Marine Transportation,Monaco,666635979.0
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,Consumer Discretionary,Other Specialty Stores,United States,1361033660.0
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,Finance,Finance/Investors Services,United States,0.0
SBR,Sabine Royalty Trust Common Stock,Energy,Oil & Gas Production,United States,1086161203.0
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),Utilities,Water Supply,Brazil,23868139304.0
SBSI,Southside Bancshares Inc. Common Stock,Finance,Major Banks,United States,968153692.0
SBSW,D/B/A Sibanye-Stillwater Limited ADS,Basic Materials,Precious Metals,South Africa,9478862125.0
SBXD,SilverBox Corp IV Class A Ordinary Shares,,,,0.0
SCCO,Southern Copper Corporation Common Stock,Basic Materials,Metal Mining,United States,156710801648.0
SCD,LMP Capital and Income Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
SCHW,Charles Schwab Corporation (The) Common Stock,Finance,Investment Bankers/Brokers/Service,United States,167500643129.0
SCI,Service Corporation International Common Stock,Consumer Discretionary,Other Consumer Services,United States,11381377490.0
SCL,Stepan Company Common Stock,Consumer Discretionary,Package Goods/Cosmetics,United States,1161747405.0
SCM,Stellus Capital Investment Corporation Common Stock,Finance,Finance/Investors Services,United States,285422819.0
SD,SandRidge Energy Inc. Common Stock,Energy,Oil & Gas Production,United States,552377445.0
SDHC,Smith Douglas Homes Corp. Class A Common Stock,Consumer Discretionary,Homebuilding,United States,703315152.0
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,Finance,Finance/Investors Services,,398469854.0
SDRL,Seadrill Limited Common Shares,Energy,Oil & Gas Production,Bermuda,2931064795.0
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,Consumer Discretionary,Other Consumer Services,United States,54146143164.0
SEG,Seaport Entertainment Group Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,293545975.0
SEI,Solaris Energy Infrastructure Inc. Class A Common Stock,Consumer Discretionary,Oil and Gas Field Machinery,United States,4896512236.0
SEM,Select Medical Holdings Corporation Common Stock,Health Care,Hospital/Nursing Management,United States,2032039846.0
SEMR,SEMrush Holdings Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,1804717332.0
SES,SES AI Corporation Class A Common Stock,Miscellaneous,Industrial Machinery/Components,United States,425283596.0
SF,Stifel Financial Corporation Common Stock,Finance,Investment Bankers/Brokers/Service,United States,12660097679.0
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,Finance,Investment Bankers/Brokers/Service,United States,2026609508.0
SFBS,ServisFirst Bancshares Inc. Common Stock,Finance,Major Banks,United States,4183978350.0
SFL,SFL Corporation Ltd,Consumer Discretionary,Marine Transportation,Bermuda,1563418565.0
SG,Sweetgreen Inc. Class A Common Stock,Consumer Discretionary,Restaurants,United States,769797957.0
SGHC,Super Group (SGHC) Limited Ordinary Shares,Consumer Discretionary,Services-Misc. Amusement & Recreation,,5678310169.0
SGI,Somnigroup International Inc. Common Stock,Consumer Discretionary,Home Furnishings,United States,16955557701.0
SGU,Star Group L.P. Common Stock,Consumer Discretionary,Other Specialty Stores,United States,409837421.0
SHAK,Shake Shack Inc. Class A Common Stock,Consumer Discretionary,Restaurants,United States,4287608880.0
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,Energy,Oil & Gas Production,Netherlands,265262834089.0
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,Finance,Major Banks,South Korea,33937249358.0
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,Consumer Discretionary,Hotels/Resorts,United States,1811022921.0
SHW,Sherwin-Williams Company (The) Common Stock,Consumer Discretionary,RETAIL: Building Materials,United States,83542922602.0
SI,Shoulder Innovations Inc. Common Stock,Health Care,Medical/Dental Instruments,United States,309506415.0
SID,Companhia Siderurgica Nacional S.A. Common Stock,Industrials,Steel/Iron Ore,Brazil,1836640117.0
SIG,Signet Jewelers Limited Common Shares,Consumer Discretionary,Consumer Specialties,Bermuda,3701460962.0
SII,Sprott Inc. Common Shares,Finance,Finance: Consumer Services,,3797284353.0
SILA,Sila Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,1395523811.0
SITC,SITE Centers Corp. Common Stock,Real Estate,Real Estate Investment Trusts,United States,284413817.0
SITE,SiteOne Landscape Supply Inc. Common Stock,Consumer Discretionary,Professional and commerical equipment,United States,6219330532.0
SJM,The J.M. Smucker Company Common Stock,Consumer Staples,Packaged Foods,United States,10026008469.0
SJT,San Juan Basin Royalty Trust Common Stock,Energy,Oil & Gas Production,United States,216730901.0
SKE,Skeena Resources Limited Common Shares,Basic Materials,Precious Metals,,3924907111.0
SKIL,Skillsoft Corp. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,56046311.0
SKLZ,Skillz Inc. Class A Common Stock,Technology,EDP Services,United States,65834342.0
SKM,SK Telecom Co. Ltd. Common Stock,Telecommunications,Telecommunications Equipment,South Korea,14131087200.0
SKT,Tanger Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,4166747066.0
SKY,Champion Homes Inc. Common Stock,Consumer Discretionary,Homebuilding,United States,4209589839.0
SKYH,Sky Harbour Group Corporation Class A Common Stock,Finance,Real Estate,United States,814925696.0
SLB,SLB Limited Common Shares,Energy,Oilfield Services/Equipment,France,79094840203.0
SLF,Sun Life Financial Inc. Common Stock,Finance,Life Insurance,Canada,37805849099.0
SLG,SL Green Realty Corp Common Stock,Real Estate,Real Estate Investment Trusts,United States,2942111600.0
SLGN,Silgan Holdings Inc. Common Stock,Industrials,Containers/Packaging,United States,4302032417.0
SLVM,Sylvamo Corporation Common Stock,Basic Materials,Paper,United States,1695111183.0
SM,SM Energy Company Common Stock,Energy,Oil & Gas Production,United States,6651878452.0
SMA,SmartStop Self Storage REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,1788525718.0
SMBK,SmartFinancial Inc. Common Stock,Finance,Major Banks,United States,711638446.0
SMC,Summit Midstream Corporation Common Stock,Utilities,Natural Gas Distribution,United States,605636087.0
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Finance,Commercial Banks,Japan,138966036253.0
SMG,Scotts Miracle-Gro Company (The) Common Stock,Industrials,Agricultural Chemicals,United States,3656504439.0
SMHI,SEACOR Marine Holdings Inc. Common Stock ,Consumer Discretionary,Marine Transportation,United States,201046848.0
SMP,Standard Motor Products Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,813863258.0
SMR,NuScale Power Corporation Class A Common Stock,Industrials,Metal Fabrications,United States,3880427445.0
SMRT,SmartRent Inc. Class A Common Stock,Technology,EDP Services,United States,283580467.0
SMWB,Similarweb Ltd. Ordinary Shares,Technology,Computer Software: Programming Data Processing,,233070091.0
SN,SharkNinja Inc. Ordinary Shares,Consumer Discretionary,Consumer Electronics/Appliances,United States,16355216858.0
SNA,Snap-On Incorporated Common Stock,Consumer Discretionary,Industrial Machinery/Components,United States,19226859064.0
SNAP,Snap Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,United States,10159046220.0
SNDA,Sonida Senior Living Inc. Common Stock,Health Care,Hospital/Nursing Management,United States,1660476992.0
SNDR,Schneider National Inc. Common Stock,Industrials,Trucking Freight/Courier Services,United States,4906792400.0
SNN,Smith & Nephew SNATS Inc. Common Stock,Health Care,Industrial Specialties,United Kingdom,14526032122.0
SNOW,Snowflake Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,50680484250.0
SNX,TD SYNNEX Corporation Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,United States,16518359834.0
SO,Southern Company (The) Common Stock,Utilities,Electric Utilities: Central,United States,107133967384.0
SOBO,South Bow Corporation Common Shares,Energy,Natural Gas Distribution,Canada,6810497378.0
SOC,Sable Offshore Corp. Common Stock,Energy,Oil & Gas Production,United States,1956873903.0
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,Utilities,Electric Utilities: Central,United States,23849027784.0
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,Utilities,Electric Utilities: Central,United States,22385964732.0
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,Basic Materials,Metal Mining,United States,19165846055.0
SOJF,Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15 2085,Basic Materials,Metal Mining,United States,0.0
SOLV,Solventum Corporation Common Stock,Health Care,Medical/Dental Instruments,United States,12020452207.0
SOMN,Southern Company (The) 2025 Series A Corporate Units,Basic Materials,Metal Mining,United States,57758691842.0
SON,Sonoco Products Company Common Stock,Consumer Discretionary,Containers/Packaging,United States,5487000297.0
SONY,Sony Group Corporation American Depositary Shares ,Consumer Staples,Consumer Electronics/Appliances,Japan,128965174124.0
SOR,Source Capital Inc. Cmn Shs of BI,Finance,Investment Managers,United States,388018460.0
SOS,SOS Limited Class A Ordinary Shares,Finance,Finance: Consumer Services,China,8151969.0
SOUL,Soulpower Acquisition Corporation Class A Ordinary Shares,Consumer Discretionary,Publishing,,0.0
SPB,Spectrum Brands Holdings Inc. Common Stock,Miscellaneous,Industrial Machinery/Components,United States,1848363434.0
SPCE,Virgin Galactic Holdings Inc. Common Stock,Consumer Discretionary,Transportation Services,United States,227537358.0
SPE,Special Opportunities Fund Inc Common Stock,Finance,Finance/Investors Services,United States,0.0
SPG,Simon Property Group Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,65815866725.0
SPGI,S&P Global Inc. Common Stock,Finance,Finance: Consumer Services,United States,133175617275.0
SPH,Suburban Propane Partners L.P. Common Stock,Consumer Discretionary,Other Specialty Stores,United States,1290810620.0
SPHR,Sphere Entertainment Co. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,4663203462.0
SPIR,Spire Global Inc. Class A Common Stock,Consumer Discretionary,Telecommunications Equipment,United States,722815167.0
SPMA,Sound Point Meridian Capital Inc. 8.00% Series A Preferred Shares Due 2029,,,,0.0
SPMC,Sound Point Meridian Capital Inc. Common Stock,,,,0.0
SPME,Sound Point Meridian Capital Inc. 7.875% Series B Preferred Shares due 2030,,,,0.0
SPNT,SiriusPoint Ltd. Common Shares,Finance,Property-Casualty Insurers,Bermuda,2694269221.0
SPOT,Spotify Technology S.A. Ordinary Shares,Consumer Discretionary,Broadcasting,Luxembourg,110209939094.0
SPRU,Spruce Power Holding Corporation Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,75764159.0
SPXC,SPX Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components,United States,10906924495.0
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
SQM,Sociedad Quimica y Minera S.A. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Chile,26212981640.0
SQNS,Sequans Communications S.A. American Depositary Shares (each representing one hundred (100) Ordinary Shares),Technology,Semiconductors,France,37264349.0
SR,Spire Inc. Common Stock,Utilities,Oil/Gas Transmission,United States,5434817715.0
SRE,DBA Sempra Common Stock,Utilities,Natural Gas Distribution,United States,62301792540.0
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,Utilities,Natural Gas Distribution,United States,13859563204.0
SRFM,Surf Air Mobility Inc. Common Stock,Consumer Discretionary,Transportation Services,United States,100098927.0
SRG,Seritage Growth Properties Class A Common Stock,Finance,Real Estate,United States,142501256.0
SRI,Stoneridge Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,189740846.0
SRJN,Spire Inc. 6.375% Junior Subordinated Notes due 2086,Utilities,Oil/Gas Transmission,United States,0.0
SRL,Scully Royalty Ltd.,Finance,Commercial Banks,Canada,108107092.0
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,Finance,Finance Companies,United States,0.0
SSB,SouthState Bank Corporation Common Stock,Finance,Major Banks,United States,9640026250.0
SSD,Simpson Manufacturing Company Inc. Common Stock,Consumer Discretionary,Industrial Machinery/Components,United States,7097935271.0
SSL,Sasol Ltd. American Depositary Shares,Energy,Oil & Gas Production,South Africa,8458110730.0
SST,System1 Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,United States,21379244.0
SSTK,Shutterstock Inc. Common Stock,Technology,EDP Services,United States,633443174.0
ST,Sensata Technologies Holding plc Ordinary Shares,Industrials,Industrial Machinery/Components,Netherlands,5686911214.0
STAG,Stag Industrial Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,7415490739.0
STC,Stewart Information Services Corporation Common Stock,Finance,Specialty Insurers,United States,1986338103.0
STE,STERIS plc (Ireland) Ordinary Shares,Health Care,Industrial Specialties,United States,21523544987.0
STEL,Stellar Bancorp Inc. Common Stock,Finance,Major Banks,United States,1907512155.0
STEM,Stem Inc. Class A Common Stock,Miscellaneous,Industrial Machinery/Components,United States,88426950.0
STEW,SRH Total Return Fund Inc. Common Stock,Finance,Investment Managers,United States,0.0
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,Real Estate,Other Consumer Services,,44333293.0
STK,Columbia Seligman Premium Technology Growth Fund Inc,Finance,Investment Managers,United States,0.0
STLA,Stellantis N.V. Common Shares,Industrials,Auto Manufacturing,United Kingdom,23860774119.0
STM,STMicroelectronics N.V. Common Stock,Technology,Semiconductors,Switzerland,35950671748.0
STN,Stantec Inc Common Stock,Consumer Discretionary,Military/Government/Technical,Canada,10400628604.0
STNG,Scorpio Tankers Inc. Common Shares,Consumer Discretionary,Marine Transportation,Monaco,3803012181.0
STT,State Street Corporation Common Stock,Finance,Major Banks,United States,39862593489.0
STUB,StubHub Holdings Inc. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,2511337798.0
